"","id","evidence","claim","label","topic_ip","question"
"241",7885,"Male, older than 65, and smoking were risk factors for disease progression in patients with COVID-19 (male: OR=1.76, 95% CI (1.41, 2.18), P < 0.00001;","While this doesn't suggest cannabis should be considered a cure or treatment of COVID-19 on its own, it does suggest that it may have potential to help bring down inflammation and reduce anxiety in COVID-19 cases","Refutes",75,"Can smoking cannabis (weed) help in preventing COVID-19?"
"242",2219,"the centralized social distancing is necessary to minimize the pandemic spreading.","social distancing alone can stop the spread of the virus","Supports",10,"has social distancing had an impact on slowing the spread of COVID-19?"
"243",6093,"Lack of specific drug molecules or treatment strategy against this disease makes it more devastating. Thus, there is an urgent need of effective drug molecules to fight against COVID-19.","A cup of tea in the making. [Photo provided to China Daily] An article claiming that drinking tea may help prevent novel coronavirus infections has raised questions among the public and academics","Refutes",58,"Can drinking hot green tea help in preventing COVID-19?"
"244",6104,"COVID-19 is usually caused a virus to which most probably the people with low immunity response are being affected. Plant-based foods increased the intestinal beneficial bacteria which are helpful and make up of 85% of the immune system. ","No evidence drinking tea can cure or relieve symptoms of covid-19","Supports",58,"Can drinking hot green tea help in preventing COVID-19?"
"245",9077,"In this review, we summarize the natural cases of SARS-CoV-2 in animals with the latest researches conducted in this field. This review will be helpful to think insights of SARS-CoV-2 transmissions, spread, and demand for sero-prevalence studies especially in companion animals.","Coronavirus: No proof yet that pets can get COVID-19 from owners, but human to animal spread has happened before.","Neutral",95,"Can animals spread COVID-19 to people?"
"246",3956,"a small reverse correlation between mortality rate and vitamin D status was observed throughout the globe (r= -0.177). In Asia, a medium direct correlation was observed for recovery rate (r= 0.317) and a significant reveres correlation for mortality rate (r= -0.700) with vitamin D status in such patients.","vitamin D play a pivotal rolein viral covid-19 infections.","Refutes",42,"Does Vitamin D impact COVID-19 prevention and treatment?"
"247",2373,"The decentralized strategy is insufficient when used alone, but offers the best results when combined with the centralized one. Indeed, the (C+D) is the most efficient isolation strategy at mitigating the network superspreaders and reducing the highest node degrees to less than 10% of their initial values.","Social Distancing Is Important to Combat COVID-19","Supports",10,"has social distancing had an impact on slowing the spread of COVID-19?"
"248",12360,"Type 2 diabetic patients were more susceptible to COVID-19 than overall population, which might be associated with hyperglycemia and dyslipidemia.","People with type 1 diabetes are more likely to die of Covid-19 than those with type 2","Neutral",24,"what kinds of complications related to COVID-19 are associated with diabetes"
"249",12577,"Distinguishing pre-existing and de novo antibody responses to SARS-CoV-2 will be critical for serology, seroprevalence and vaccine studies, as well as for our understanding of susceptibility to and natural course of SARS-CoV-2 infection.","The Coronavirus Patients Betrayed by Their Own Immune Systems.","Neutral",3,"will SARS-CoV2 infected people develop immunity?"
"250",7026,"Although there is currently no evidence that animals play a substantial role in spreading COVID-19, CDC advises persons with suspected or confirmed COVID-19 to restrict contact with animals during their illness and to monitor any animals with confirmed SARS-CoV-2 infection and separate them from other persons and animals at home (1).","the pets caught the new coronavirus from close contact with people who had it.","Supports",67,"Can animals spread COVID-19?"
"251",10001,"Fire needling therapy has the effects of clearing heat, removing dampness, replenishing for the deficiency, removing stasis and detoxifying, which is mainly aimed at preventing populations, light and common types cases, and cases in the recovery period.","Good ventilation can reduce the risk of catching coronavirus.","Refutes",129,"Does heat prevent COVID-19?"
"252",6648,"Coronavirus disease-19 (COVID-19) caused by the severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) is now a pandemic threat. This virus is supposed to be spread by human to human transmission.","there is no evidence that pets, including cats and dogs, play a role in spreading COVID-19 to people.","Supports",67,"Can animals spread COVID-19?"
"253",6281,"Numerous clinical trials have been launched to identify effective treatments for COVID-19. Initial data from a placebo-controlled study suggest faster time to recovery in patients on remdesivir; it is now being evaluated in additional controlled studies.","How to clean to fight COVID-19? Vinegar won't work","Supports",60,"Can vinegar help in preventing COVID-19?"
"254",8270,"It would therefore be reasonable to suggest that consistent widespread use of face masks in the community could prevent further spread of the Severe Acute Respiratory Syndrome-Coronavirus 2 (SARS-CoV-2).","Face masks may be inadvertently giving people Covid-19 immunity and making them get less sick from the virus","Refutes",82,"Can face masks protect me from the coronavirus disease?"
"255",2040,"We use a simple log-linear model with intercept and trend break to evaluate whether the measures are effective preventing/slowing down the spread of the disease in Turkey.","Social distancing strategies can be applied on an individual level (e.g., avoiding physical contact), a group level (e.g., canceling group activities where individuals will be in close contact), and an operational level (e.g., rearranging chairs in the dining hall to increase distance between them)","Neutral",10,"has social distancing had an impact on slowing the spread of COVID-19?"
"256",4222,"Our simple model shows that modest efficacy of masks could avert substantial mortality in this scenario. Importantly, the effects on mortality became hyper-sensitive to mask-wearing as the effective R approaches 1, i.e. near the tipping point of when the infection trajectory is expected to revert to exponential growth, as would be expected after effective lockdown. Our model suggests that mask-wearing might exert maximal benefit as nations plan their post-lockdown strategies and suggests that mask-wearing should be included in further more sophisticated models of the current pandemic.","Masks include the ones that are made at home (typically cloth masks, made out of T-shirts and the like) as well as other non-medical and non-N95 masks are effective in limiting the spread of covid-19","Supports",44,"How much impact do masks have on preventing the spread of the COVID-19?"
